order_id,customer_id,order_date,amount,status
698,108,2023-08-11,363.96,Shipped
699,493,2025-04-07,252.07,Cancelled
700,371,2025-03-29,914.18,Pending
701,553,2024-09-23,503.59,Shipped
702,358,2023-12-24,187.89,Delivered
703,847,2024-09-15,335.62,Cancelled
704,661,2024-07-09,226.08,Shipped
705,85,2024-11-21,794.49,Shipped
706,247,2024-08-16,195.29,Cancelled
707,493,2024-04-05,671.1,Cancelled
708,283,2024-01-14,158.84,Cancelled
709,690,2024-06-30,666.9,Pending
710,347,2024-01-03,883.97,Delivered
711,508,2025-03-12,824.03,Delivered
712,973,2025-06-12,595.46,Shipped
713,949,2023-09-22,973.53,Delivered
714,889,2025-01-08,769.02,Pending
715,319,2023-12-13,678.34,Cancelled
716,932,2025-04-11,202.97,Shipped
717,729,2025-02-17,674.01,Delivered
718,407,2025-04-18,201.69,Delivered
719,58,2024-07-25,898.43,Delivered
720,762,2025-02-07,538.24,Pending
721,217,2024-09-15,214.67,Pending
722,207,2024-05-23,340.27,Delivered
723,696,2025-01-22,913.86,Pending
724,189,2024-12-15,238.43,Pending
725,781,2024-02-18,198.83,Delivered
726,275,2024-03-03,27.24,Shipped
727,681,2024-03-21,412.88,Shipped
728,338,2024-09-07,542.5,Delivered
729,451,2025-01-29,963.12,Pending
730,70,2024-12-22,209.24,Cancelled
731,455,2024-10-31,379.82,Pending
732,260,2024-12-31,823.36,Cancelled
733,262,2024-02-23,751.37,Cancelled
734,919,2023-08-29,783.97,Pending
735,771,2024-09-05,422.48,Cancelled
736,931,2024-11-28,119.48,Delivered
737,221,2024-03-04,174.71,Delivered
738,198,2024-05-02,434.26,Shipped
739,368,2024-03-03,981.32,Cancelled
740,88,2024-06-25,884.93,Pending
741,322,2024-07-07,191.67,Shipped
742,731,2024-11-17,983.74,Cancelled
743,437,2024-10-05,81.41,Pending
744,650,2024-07-14,225.44,Shipped
745,474,2025-04-13,44.69,Shipped
746,525,2024-06-21,620.72,Shipped
747,513,2025-02-19,315.75,Shipped
748,178,2024-04-13,673.2,Pending
749,192,2023-07-28,739.62,Cancelled
750,931,2023-12-23,192.4,Shipped
751,13,2024-07-20,668.64,Cancelled
752,694,2024-09-20,329.66,Pending
753,513,2023-12-11,69.6,Delivered
754,760,2025-05-27,929.83,Pending
755,685,2024-05-29,94.44,Delivered
756,558,2024-09-16,479.66,Delivered
757,314,2023-10-06,136.55,Shipped
758,58,2023-07-09,920.08,Shipped
759,943,2024-09-11,15.0,Delivered
760,964,2024-10-07,839.1,Delivered
761,343,2024-10-05,642.33,Delivered
762,231,2024-03-16,257.77,Shipped
763,845,2024-01-17,337.63,Cancelled
764,702,2025-06-15,584.25,Pending
765,131,2024-09-23,842.76,Shipped
766,305,2025-05-07,815.38,Pending
767,773,2025-03-03,748.86,Shipped
768,530,2024-01-04,650.38,Cancelled
769,443,2024-12-07,803.76,Pending
770,246,2025-01-31,484.59,Cancelled
771,305,2023-11-23,226.31,Cancelled
772,657,2023-09-07,260.34,Pending
773,870,2024-02-05,919.13,Shipped
774,639,2024-02-06,16.5,Shipped
775,659,2023-08-08,73.56,Pending
776,252,2024-07-02,884.99,Delivered
777,101,2024-03-02,11.48,Pending
778,973,2025-01-17,536.02,Delivered
779,921,2024-02-26,457.54,Shipped
780,837,2024-01-18,997.69,Shipped
781,434,2023-11-27,217.35,Pending
782,109,2025-01-24,746.11,Cancelled
783,822,2024-12-10,134.42,Cancelled
784,220,2024-09-10,841.17,Pending
785,344,2024-09-18,929.21,Pending
786,181,2024-05-04,114.85,Shipped
787,168,2024-02-14,457.26,Pending
788,396,2024-06-03,399.93,Cancelled
789,706,2024-10-29,881.83,Shipped
790,521,2024-09-02,580.29,Delivered
791,541,2023-07-25,89.99,Cancelled
792,912,2024-12-31,98.08,Delivered
793,475,2025-05-08,666.64,Cancelled
794,505,2024-01-11,637.51,Cancelled
795,733,2024-12-19,695.16,Shipped
796,212,2024-02-03,787.73,Pending
797,223,2023-08-30,570.71,Delivered
798,281,2024-10-29,644.26,Shipped
799,963,2024-04-04,204.43,Cancelled
800,794,2023-09-28,423.88,Pending
801,709,2024-07-13,762.62,Delivered
802,132,2025-02-01,588.56,Shipped
803,149,2023-09-18,966.36,Cancelled
804,359,2024-12-04,623.64,Cancelled
805,282,2023-06-26,117.63,Pending
806,771,2024-11-20,893.82,Pending
807,615,2024-12-10,237.17,Cancelled
808,627,2025-05-17,909.55,Pending
809,849,2024-02-27,720.94,Delivered
810,244,2024-04-13,98.12,Cancelled
811,969,2024-02-17,293.36,Cancelled
812,215,2024-09-16,376.64,Pending
813,55,2023-11-23,63.2,Cancelled
814,382,2024-09-10,164.87,Shipped
815,507,2024-04-29,463.97,Shipped
816,148,2024-01-05,812.43,Pending
817,309,2024-01-18,973.03,Cancelled
818,250,2023-11-05,711.29,Shipped
819,732,2023-10-20,986.64,Pending
820,777,2024-05-12,596.58,Shipped
821,951,2023-10-06,15.06,Delivered
822,431,2024-04-28,726.74,Cancelled
823,580,2024-05-06,542.49,Pending
824,48,2025-06-06,911.51,Cancelled
825,155,2025-03-22,639.83,Cancelled
826,277,2023-11-01,290.42,Pending
827,84,2023-08-25,343.58,Shipped
828,690,2024-01-24,658.71,Pending
829,68,2024-02-15,147.53,Delivered
830,423,2025-03-16,807.94,Cancelled
831,915,2024-04-10,861.3,Pending
832,207,2024-02-21,755.86,Shipped
833,640,2024-02-10,189.09,Delivered
834,756,2024-11-11,610.1,Pending
835,23,2023-08-07,313.83,Shipped
836,556,2024-01-13,103.16,Shipped
837,82,2023-09-09,590.4,Delivered
838,890,2024-02-04,371.04,Delivered
839,431,2023-07-06,363.23,Pending
840,774,2024-07-21,635.67,Cancelled
841,572,2025-04-28,208.99,Cancelled
842,247,2024-12-31,120.1,Cancelled
843,525,2025-03-10,638.05,Pending
844,851,2024-06-15,30.48,Shipped
845,404,2023-10-17,631.32,Delivered
846,991,2024-10-11,328.56,Delivered
847,273,2023-11-28,113.79,Cancelled
848,447,2025-03-29,253.41,Cancelled
849,974,2023-11-30,861.75,Shipped
850,396,2024-06-19,990.91,Delivered
851,323,2024-05-17,173.43,Cancelled
852,557,2024-03-03,507.36,Cancelled
853,937,2024-04-18,346.96,Delivered
854,446,2024-01-18,603.72,Shipped
855,869,2025-05-30,957.5,Pending
856,55,2024-10-20,794.93,Shipped
857,283,2023-07-03,581.01,Delivered
858,85,2025-01-10,392.28,Delivered
859,830,2025-06-04,467.58,Cancelled
860,524,2023-11-03,934.06,Cancelled
861,928,2024-03-18,745.13,Shipped
862,214,2024-11-24,80.59,Shipped
863,201,2023-08-23,827.86,Cancelled
864,738,2024-01-15,582.26,Delivered
865,570,2023-12-13,990.32,Cancelled
866,234,2024-05-19,549.29,Shipped
867,573,2025-06-04,820.12,Pending
868,606,2024-08-03,14.37,Cancelled
869,896,2024-10-23,397.88,Shipped
870,625,2024-05-06,503.04,Delivered
871,706,2023-09-22,320.77,Cancelled
872,188,2024-12-03,252.27,Pending
873,138,2024-11-16,732.25,Pending
874,164,2024-06-15,682.7,Cancelled
875,220,2024-07-27,731.41,Cancelled
876,507,2024-05-25,445.72,Cancelled
877,225,2024-06-20,585.16,Shipped
878,935,2025-05-12,512.68,Delivered
879,57,2024-05-21,212.51,Cancelled
880,288,2025-04-20,790.85,Shipped
881,189,2024-05-18,430.33,Pending
882,950,2023-10-23,661.21,Shipped
883,265,2024-05-19,157.37,Delivered
884,303,2025-04-19,860.38,Shipped
885,690,2025-02-05,674.93,Pending
886,44,2024-10-07,176.29,Cancelled
887,710,2023-12-12,116.21,Cancelled
888,575,2023-10-03,108.0,Pending
889,435,2024-06-23,177.08,Delivered
890,339,2025-06-07,42.63,Pending
891,917,2024-11-24,918.64,Delivered
892,86,2023-11-02,242.71,Cancelled
893,306,2024-04-10,553.18,Cancelled
894,456,2025-04-29,969.58,Pending
895,107,2023-08-20,862.12,Cancelled
896,712,2025-03-08,920.95,Shipped
897,844,2023-09-23,131.63,Pending
898,233,2025-02-03,533.71,Pending
899,302,2024-11-13,610.31,Cancelled
900,657,2023-09-07,172.14,Pending
901,660,2023-07-16,718.39,Delivered
902,618,2025-04-29,213.92,Shipped
903,644,2025-03-10,540.57,Pending
904,339,2024-09-14,120.79,Shipped
905,561,2024-02-22,251.08,Cancelled
906,971,2024-03-11,133.0,Shipped
907,978,2025-01-16,350.39,Cancelled
908,35,2025-05-15,859.32,Delivered
909,15,2025-05-15,230.32,Cancelled
910,339,2025-06-04,656.51,Shipped
911,351,2024-01-05,947.96,Pending
912,920,2025-02-14,660.9,Pending
913,408,2023-07-09,574.69,Delivered
914,529,2023-07-09,541.68,Cancelled
915,845,2023-06-20,94.76,Shipped
916,205,2025-04-17,795.64,Delivered
917,31,2024-09-19,921.14,Cancelled
918,784,2024-09-28,174.84,Pending
919,29,2025-04-12,36.37,Shipped
920,789,2023-12-20,523.47,Pending
921,908,2024-10-20,938.88,Delivered
922,187,2023-11-06,28.88,Delivered
923,969,2024-07-08,234.39,Pending
924,452,2024-10-23,957.74,Delivered
925,956,2024-02-21,194.77,Cancelled
926,385,2024-12-12,397.22,Cancelled
927,237,2023-07-30,186.85,Cancelled
928,162,2023-08-16,506.76,Pending
929,300,2024-06-10,953.09,Pending
930,714,2024-09-24,929.03,Pending
931,66,2024-06-02,176.97,Delivered
932,55,2025-06-01,301.3,Pending
933,495,2023-11-13,798.76,Cancelled
934,29,2025-03-12,568.81,Cancelled
935,116,2024-09-09,575.75,Delivered
936,364,2025-01-14,72.9,Delivered
937,482,2024-02-10,259.31,Pending
938,493,2023-12-29,806.57,Delivered
939,459,2024-10-07,719.46,Shipped
940,721,2024-02-05,870.94,Shipped
941,22,2024-04-19,241.57,Cancelled
942,12,2024-06-09,902.35,Shipped
943,283,2023-07-10,178.51,Shipped
944,601,2024-05-19,174.59,Delivered
945,858,2025-06-08,287.13,Shipped
946,748,2025-02-16,328.17,Delivered
947,31,2024-11-14,818.08,Pending
948,293,2024-04-28,875.86,Shipped
949,791,2025-04-01,249.62,Delivered
950,596,2023-09-02,39.46,Pending
951,29,2024-06-29,224.36,Cancelled
952,931,2023-07-30,719.61,Cancelled
953,198,2024-04-16,606.11,Shipped
954,64,2024-03-24,42.29,Shipped
955,968,2024-07-21,112.48,Shipped
956,575,2023-12-10,352.88,Shipped
957,51,2024-06-13,458.91,Delivered
958,226,2023-10-22,461.17,Shipped
959,984,2024-03-17,858.94,Delivered
960,626,2023-12-16,571.48,Pending
961,725,2024-12-29,56.66,Cancelled
962,203,2024-08-08,331.73,Cancelled
963,960,2023-09-04,253.14,Pending
964,892,2024-09-23,185.34,Shipped
965,139,2025-05-19,480.57,Shipped
966,435,2024-12-07,505.83,Delivered
967,968,2024-01-03,523.33,Pending
968,862,2024-08-06,336.83,Shipped
969,450,2024-04-07,438.73,Cancelled
970,455,2023-06-19,822.2,Delivered
971,987,2024-07-07,521.94,Delivered
972,756,2024-10-25,779.32,Pending
973,336,2024-12-25,498.7,Cancelled
974,211,2024-05-12,609.97,Cancelled
975,809,2023-06-22,658.49,Delivered
976,444,2024-01-09,885.46,Delivered
977,958,2023-07-03,571.01,Pending
978,649,2025-05-14,161.06,Delivered
979,607,2024-12-14,949.62,Delivered
980,230,2024-04-15,566.85,Cancelled
981,888,2024-06-17,595.74,Delivered
982,379,2024-01-10,407.75,Cancelled
983,135,2024-07-14,98.11,Delivered
984,174,2024-11-16,281.25,Delivered
985,40,2023-11-14,578.86,Cancelled
986,133,2024-12-22,194.47,Pending
987,594,2024-06-30,806.21,Pending
988,276,2024-01-04,710.28,Pending
989,632,2025-05-29,198.91,Pending
990,633,2023-09-07,551.76,Shipped
991,679,2023-08-21,621.15,Shipped
992,760,2024-11-08,494.36,Pending
993,216,2024-06-17,579.49,Pending
994,297,2025-03-26,796.97,Shipped
995,921,2024-09-25,887.69,Pending
996,681,2024-08-25,804.18,Delivered
997,790,2024-08-03,573.12,Cancelled
998,282,2024-01-13,273.9,Cancelled
999,595,2023-08-23,362.59,Cancelled
1000,489,2025-04-03,501.86,Pending
1001,657,2024-10-31,475.29,Cancelled
1002,273,2025-04-07,532.01,Cancelled
1003,91,2024-12-27,505.28,Delivered
1004,299,2023-11-26,253.81,Cancelled
1005,449,2023-06-20,148.75,Pending
1006,511,2023-10-07,677.62,Delivered
1007,983,2024-01-07,62.29,Shipped
1008,237,2024-05-16,345.34,Delivered
1009,513,2024-06-25,46.93,Pending
1010,583,2024-10-28,483.72,Pending
1011,362,2025-04-15,510.7,Shipped
1012,695,2023-07-07,687.87,Pending
1013,584,2024-07-16,131.06,Delivered
1014,102,2023-08-11,514.15,Pending
1015,90,2025-04-21,998.09,Cancelled
1016,374,2024-02-22,304.51,Cancelled
1017,274,2023-09-16,726.75,Shipped
1018,199,2025-05-27,449.25,Cancelled
1019,57,2025-05-27,399.25,Pending
1020,579,2024-03-18,464.26,Delivered
1021,849,2024-07-31,145.4,Pending
1022,637,2023-08-26,995.48,Shipped
1023,269,2024-02-10,558.31,Pending
1024,567,2024-04-28,281.63,Cancelled
1025,798,2024-07-10,279.59,Cancelled
1026,946,2025-05-20,12.69,Shipped
1027,799,2024-07-16,409.56,Shipped
1028,5,2024-04-16,808.37,Delivered
1029,145,2023-08-05,483.17,Pending
1030,742,2024-09-02,267.18,Pending
1031,630,2024-01-24,118.9,Cancelled
1032,83,2025-02-03,775.43,Cancelled
1033,595,2025-03-14,770.5,Pending
1034,589,2025-05-13,955.15,Pending
1035,324,2025-03-11,315.87,Pending
1036,883,2024-05-22,188.67,Cancelled
1037,728,2024-04-21,46.9,Shipped
1038,824,2024-01-14,465.46,Cancelled
1039,815,2024-02-22,552.83,Delivered
1040,110,2023-12-04,154.12,Cancelled
1041,122,2025-05-17,945.78,Cancelled
1042,789,2025-01-16,498.15,Pending
1043,660,2024-08-03,797.61,Delivered
1044,987,2024-05-12,814.01,Cancelled
1045,349,2024-02-13,584.27,Cancelled
1046,479,2024-11-11,552.87,Shipped
1047,692,2023-11-06,210.95,Pending
1048,921,2023-11-19,832.39,Delivered
1049,145,2024-07-08,125.19,Shipped
1050,472,2024-01-08,678.86,Pending
1051,723,2025-04-25,88.89,Cancelled
1052,464,2024-02-23,846.01,Delivered
1053,58,2024-05-30,636.11,Delivered
1054,123,2025-05-20,689.42,Pending
1055,969,2025-05-23,489.45,Shipped
1056,444,2025-05-06,616.89,Shipped
1057,482,2025-04-08,639.1,Pending
1058,596,2024-06-25,862.8,Delivered
1059,156,2024-09-15,825.96,Shipped
1060,125,2024-07-17,168.07,Cancelled
1061,820,2023-08-17,536.35,Shipped
1062,472,2024-11-18,792.74,Cancelled
1063,102,2023-12-13,696.93,Delivered
1064,282,2024-12-28,364.25,Cancelled
1065,621,2023-11-20,67.79,Shipped
1066,26,2025-03-07,615.5,Delivered
1067,831,2025-04-04,558.62,Cancelled
1068,964,2023-07-17,148.18,Shipped
1069,985,2024-06-05,152.09,Cancelled
1070,68,2024-11-09,225.59,Cancelled
1071,471,2024-02-05,691.18,Delivered
1072,534,2023-07-21,466.77,Delivered
1073,530,2024-07-18,608.21,Delivered
1074,183,2024-02-15,190.09,Delivered
1075,896,2024-11-11,418.55,Pending
1076,5,2024-12-31,896.6,Delivered
1077,636,2024-10-06,758.99,Shipped
1078,961,2023-11-22,514.12,Pending
1079,22,2024-11-22,100.22,Delivered
1080,924,2023-09-17,612.72,Delivered
1081,861,2024-08-15,924.18,Shipped
1082,993,2024-07-15,824.72,Cancelled
1083,193,2024-10-26,271.29,Shipped
1084,669,2023-12-19,180.26,Delivered
1085,718,2024-10-26,553.46,Pending
1086,258,2024-03-15,38.73,Pending
1087,478,2023-12-18,592.62,Shipped
1088,48,2024-05-13,935.55,Cancelled
1089,759,2024-12-18,35.91,Shipped
1090,846,2023-08-24,515.66,Shipped
1091,755,2024-07-07,832.22,Delivered
1092,287,2025-03-21,552.83,Pending
1093,883,2025-04-16,90.46,Delivered
1094,105,2025-04-04,285.54,Delivered
1095,43,2024-05-19,408.78,Shipped
1096,477,2023-07-06,181.16,Pending
1097,944,2025-03-02,119.78,Shipped
1098,46,2024-09-20,128.66,Shipped
1099,580,2024-01-28,760.89,Cancelled
1100,129,2024-05-23,386.6,Cancelled
1101,100,2023-09-26,838.0,Shipped
1102,3,2024-09-12,135.41,Pending
1103,471,2023-08-05,939.05,Pending
1104,554,2024-08-20,808.66,Cancelled
1105,212,2024-02-26,595.2,Delivered
1106,631,2024-01-18,705.17,Pending
1107,691,2024-02-26,339.5,Cancelled
1108,198,2024-05-24,155.36,Shipped
1109,629,2025-01-15,757.66,Pending
1110,309,2024-05-12,568.82,Pending
1111,312,2023-10-25,841.78,Pending
1112,695,2025-02-13,402.4,Shipped
1113,568,2023-06-29,876.67,Cancelled
1114,118,2024-09-23,576.67,Shipped
1115,51,2023-08-05,756.46,Pending
1116,857,2024-10-17,999.21,Delivered
1117,339,2025-01-17,10.93,Pending
1118,419,2024-01-19,109.58,Shipped
1119,822,2024-06-15,706.59,Cancelled
1120,833,2024-11-30,932.66,Cancelled
1121,85,2024-05-06,700.44,Cancelled
1122,797,2023-07-12,819.06,Shipped
1123,587,2023-12-29,218.04,Pending
1124,782,2023-07-06,500.17,Cancelled
1125,155,2024-01-04,285.51,Pending
1126,896,2023-09-07,173.58,Delivered
1127,144,2023-09-19,881.52,Shipped
1128,405,2024-09-16,794.0,Pending
1129,818,2024-05-08,192.88,Pending
1130,876,2023-10-27,762.01,Shipped
1131,993,2024-09-24,819.04,Shipped
1132,373,2023-12-17,37.2,Shipped
1133,805,2024-10-07,702.51,Delivered
1134,995,2024-02-21,47.91,Pending
1135,897,2023-09-29,730.13,Cancelled
1136,526,2024-11-01,56.95,Pending
1137,971,2023-12-09,613.59,Cancelled
1138,754,2025-04-27,91.78,Pending
1139,123,2024-08-01,302.61,Cancelled
1140,397,2024-10-10,493.84,Shipped
1141,156,2024-10-24,633.95,Pending
1142,174,2024-06-21,769.27,Pending
1143,597,2024-09-23,87.8,Delivered
1144,307,2023-10-12,677.24,Delivered
1145,921,2024-11-10,260.78,Cancelled
1146,72,2023-11-07,48.04,Shipped
1147,131,2023-11-04,961.77,Shipped
1148,893,2024-05-30,440.21,Pending
1149,535,2024-04-10,130.21,Delivered
1150,663,2024-06-24,613.3,Cancelled
1151,581,2025-04-06,351.57,Pending
1152,795,2024-09-25,279.4,Shipped
1153,623,2024-07-07,90.83,Delivered
1154,722,2023-11-07,865.57,Pending
1155,716,2024-08-26,615.0,Delivered
1156,846,2024-12-10,264.99,Pending
1157,637,2024-03-15,206.3,Cancelled
1158,95,2023-10-16,143.06,Cancelled
1159,224,2023-07-07,624.8,Cancelled
1160,190,2023-09-11,521.47,Pending
1161,743,2024-10-17,272.62,Cancelled
1162,246,2025-01-15,102.7,Delivered
1163,184,2024-03-26,290.15,Pending
1164,884,2024-09-13,497.82,Cancelled
1165,776,2025-03-01,107.79,Cancelled
1166,566,2023-11-08,187.31,Delivered
1167,941,2024-04-11,644.73,Shipped
1168,989,2024-02-18,711.53,Cancelled
1169,961,2023-06-19,369.99,Pending
1170,594,2025-02-14,229.1,Cancelled
1171,265,2024-04-27,193.85,Cancelled
1172,7,2024-04-13,600.96,Cancelled
1173,911,2025-04-05,515.66,Pending
1174,316,2025-03-01,265.16,Cancelled
1175,26,2023-08-14,767.74,Delivered
1176,338,2023-06-22,257.41,Cancelled
1177,284,2024-05-30,135.33,Delivered
1178,835,2023-08-14,449.29,Shipped
1179,116,2024-07-23,754.23,Cancelled
1180,491,2024-07-04,246.64,Delivered
1181,807,2024-07-27,340.44,Delivered
1182,437,2024-12-20,649.37,Cancelled
1183,597,2024-02-11,557.27,Pending
1184,710,2023-07-29,623.42,Delivered
1185,236,2023-08-08,958.49,Delivered
1186,571,2023-09-14,225.85,Delivered
1187,833,2024-03-02,34.98,Pending
1188,418,2024-12-04,653.79,Cancelled
1189,826,2024-12-20,894.12,Delivered
1190,272,2025-03-22,637.38,Shipped
1191,290,2024-11-28,211.39,Pending
1192,914,2025-03-18,356.22,Pending
1193,833,2024-09-04,549.55,Delivered
1194,412,2024-08-24,412.1,Delivered
1195,606,2023-08-14,920.86,Cancelled
1196,92,2025-02-28,379.12,Cancelled
1197,229,2024-07-19,213.6,Shipped
1198,327,2025-04-12,170.92,Shipped
1199,73,2025-01-19,528.97,Delivered
1200,184,2023-10-01,678.26,Shipped
1201,933,2024-01-29,876.49,Shipped
1202,9,2024-11-15,710.48,Cancelled
1203,817,2024-05-18,836.32,Pending
1204,973,2023-08-29,91.27,Shipped
1205,717,2024-12-22,537.16,Delivered
1206,869,2024-05-21,435.34,Delivered
1207,63,2023-09-16,137.06,Shipped
1208,293,2024-05-16,787.91,Delivered
1209,986,2024-06-16,244.25,Delivered
1210,301,2024-01-03,762.43,Shipped
1211,814,2024-02-05,69.75,Pending
1212,659,2023-06-30,441.42,Cancelled
1213,225,2025-02-17,983.48,Pending
1214,108,2023-09-19,654.77,Cancelled
1215,223,2025-03-04,100.8,Delivered
1216,490,2025-04-17,540.32,Pending
1217,42,2024-03-05,266.54,Pending
1218,838,2023-10-04,655.19,Shipped
1219,73,2024-02-27,142.24,Pending
1220,545,2023-07-23,240.64,Cancelled
1221,574,2024-03-30,677.53,Delivered
1222,456,2025-04-02,697.31,Delivered
1223,753,2023-07-25,526.3,Delivered
1224,181,2024-05-15,833.76,Pending
1225,753,2024-01-28,893.15,Cancelled
1226,857,2025-05-17,693.94,Shipped
1227,831,2023-08-29,376.96,Shipped
1228,935,2024-09-15,923.95,Pending
1229,143,2024-05-27,629.87,Cancelled
1230,170,2023-09-27,22.65,Shipped
1231,980,2024-07-02,394.04,Pending
1232,253,2023-11-20,131.52,Pending
1233,301,2024-01-23,171.48,Pending
1234,240,2024-05-01,565.93,Pending
1235,585,2023-09-20,114.59,Delivered
1236,680,2024-04-01,228.92,Pending
1237,585,2025-01-19,841.62,Cancelled
1238,235,2025-03-26,716.93,Delivered
1239,607,2024-03-10,912.12,Delivered
1240,655,2025-05-11,924.18,Pending
1241,320,2024-08-02,169.84,Delivered
1242,843,2024-04-28,912.47,Delivered
1243,497,2023-11-18,639.33,Cancelled
1244,433,2023-08-23,18.32,Delivered
1245,805,2024-10-01,830.22,Shipped
1246,567,2024-01-08,62.27,Delivered
1247,519,2024-08-06,896.17,Shipped
1248,653,2025-03-02,872.17,Pending
1249,422,2024-10-16,945.9,Pending
1250,416,2025-05-15,126.31,Cancelled
1251,185,2024-09-19,327.67,Delivered
1252,363,2024-05-29,158.58,Pending
1253,807,2024-01-30,324.68,Delivered
1254,506,2024-09-27,607.27,Pending
1255,880,2024-01-13,373.82,Pending
1256,64,2024-04-07,956.57,Pending
1257,609,2024-04-07,52.62,Cancelled
1258,716,2025-02-15,790.39,Shipped
1259,1,2024-11-30,422.55,Cancelled
1260,235,2023-12-04,389.14,Pending
1261,784,2025-04-06,229.39,Cancelled
1262,807,2023-11-06,228.87,Shipped
1263,578,2024-11-18,826.71,Shipped
1264,983,2023-08-12,922.65,Delivered
1265,365,2024-01-25,564.0,Shipped
1266,153,2024-01-18,362.37,Cancelled
1267,692,2024-11-05,134.52,Delivered
1268,491,2023-09-01,676.24,Shipped
1269,535,2023-11-11,577.4,Delivered
1270,912,2024-08-13,84.12,Cancelled
1271,846,2025-01-19,651.71,Pending
1272,307,2025-01-23,952.52,Delivered
1273,405,2024-10-04,44.12,Delivered
1274,790,2025-02-28,333.19,Pending
1275,68,2025-01-24,990.74,Shipped
1276,113,2024-03-21,232.55,Cancelled
1277,86,2024-06-29,294.26,Shipped
1278,580,2025-01-04,751.8,Pending
1279,681,2024-10-17,294.83,Delivered
1280,848,2025-03-15,61.01,Delivered
1281,209,2024-12-13,864.77,Cancelled
1282,130,2024-12-11,647.67,Pending
1283,634,2023-12-03,23.83,Delivered
1284,128,2023-07-15,354.46,Shipped
1285,885,2024-04-06,362.57,Shipped
1286,571,2024-08-11,233.32,Shipped
1287,92,2024-10-25,630.9,Cancelled
1288,856,2023-12-30,938.72,Pending
1289,87,2023-12-18,707.46,Pending
1290,787,2024-09-22,383.57,Cancelled
1291,15,2025-01-25,357.24,Cancelled
1292,604,2023-10-05,341.99,Cancelled
1293,146,2025-04-06,822.24,Delivered
1294,783,2025-05-20,635.2,Delivered
1295,217,2024-10-03,897.56,Cancelled
1296,918,2024-12-15,481.49,Delivered
1297,299,2025-02-25,949.57,Cancelled
1298,807,2024-03-11,173.69,Shipped
1299,367,2025-04-21,93.81,Pending
1300,970,2023-11-14,892.73,Delivered
1301,134,2024-09-04,80.31,Pending
1302,117,2024-09-12,623.32,Cancelled
1303,873,2024-01-03,371.65,Cancelled
1304,648,2025-05-26,819.3,Cancelled
1305,340,2024-08-17,989.56,Delivered
1306,14,2025-02-03,138.75,Shipped
1307,473,2023-12-22,685.25,Cancelled
1308,306,2024-08-19,192.59,Pending
1309,835,2025-04-20,138.13,Pending
1310,776,2025-02-13,315.81,Shipped
1311,86,2023-07-19,700.93,Cancelled
1312,504,2023-08-03,445.2,Pending
1313,173,2025-04-15,284.77,Pending
1314,671,2024-06-16,635.66,Delivered
1315,13,2023-09-15,731.54,Delivered
1316,663,2024-03-22,507.04,Delivered
1317,863,2024-03-06,895.68,Pending
1318,325,2023-10-17,889.07,Delivered
1319,817,2023-08-27,470.49,Pending
1320,267,2023-07-26,935.44,Cancelled
1321,695,2025-01-02,869.77,Shipped
1322,278,2024-06-19,133.87,Cancelled
1323,644,2024-06-30,127.9,Cancelled
1324,150,2025-06-13,776.28,Delivered
1325,941,2025-06-10,312.87,Cancelled
1326,480,2024-05-10,52.49,Shipped
1327,159,2023-07-08,379.07,Shipped
1328,792,2025-02-12,301.56,Cancelled
1329,279,2023-12-28,339.53,Delivered
1330,798,2023-06-25,869.74,Shipped
1331,544,2023-12-16,920.16,Shipped
1332,918,2024-07-15,83.51,Delivered
1333,666,2023-12-30,582.28,Delivered
1334,998,2023-08-23,901.16,Delivered
1335,978,2024-06-28,239.24,Delivered
1336,921,2024-11-25,106.53,Shipped
1337,156,2024-08-21,481.65,Cancelled
1338,646,2024-09-08,231.26,Cancelled
1339,377,2024-05-19,453.37,Cancelled
1340,263,2023-09-07,218.55,Delivered
1341,451,2024-01-18,71.01,Shipped
1342,851,2024-05-25,929.94,Pending
1343,639,2023-07-28,304.91,Shipped
1344,890,2024-06-12,953.74,Pending
1345,680,2023-07-25,402.52,Pending
1346,935,2023-10-21,546.3,Pending
1347,563,2023-11-27,763.1,Cancelled
1348,519,2025-02-10,296.36,Cancelled
1349,88,2023-10-27,505.85,Shipped
1350,304,2025-05-19,803.39,Cancelled
1351,709,2024-02-08,193.35,Cancelled
1352,907,2024-09-04,666.38,Cancelled
1353,631,2024-02-17,458.3,Pending
1354,25,2024-01-06,735.73,Cancelled
1355,367,2024-08-05,846.58,Cancelled
1356,183,2023-12-02,840.57,Delivered
1357,898,2024-04-17,149.18,Delivered
1358,575,2025-04-16,975.14,Shipped
1359,315,2025-02-23,742.67,Shipped
1360,32,2024-09-02,232.75,Cancelled
1361,935,2025-04-23,623.8,Shipped
1362,87,2025-03-01,562.06,Pending
1363,516,2024-11-07,396.84,Cancelled
1364,491,2023-12-16,301.07,Pending
1365,781,2024-03-28,764.4,Shipped
1366,744,2024-01-11,646.53,Pending
1367,474,2023-09-02,793.27,Pending
1368,29,2023-10-07,725.01,Cancelled
1369,302,2024-12-15,475.63,Cancelled
1370,851,2024-09-08,33.62,Cancelled
1371,584,2024-10-19,39.09,Cancelled
1372,66,2025-02-11,234.13,Delivered
1373,199,2024-12-31,997.79,Cancelled
1374,597,2025-03-04,674.05,Cancelled
1375,36,2023-06-29,542.52,Shipped
1376,478,2024-08-12,587.85,Shipped
